model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
XGBoost,val,1027,0.006096361868275625,0.004054217563294871,0.7876352465273375,0.5087374780231664,0.5457227138643068,10
XGBoost,test,688,0.006153362220898734,0.00427988623371524,0.9282873534630127,0.6482260221213902,0.462882096069869,1
