feature,gain
roll_mean_20,0.0327867411528
roll_mean_5,0.0194334699804
lag_2,0.0158411511872
roll_std_20,0.0143349305745
lag_3,0.01170763606709
lag_1,0.0107740692437
lag_5,0.0105340716639
lag_4,0.0083230802433
roll_std_5,0.0065225957367
dow_thu,0.0028096100065
dow_fri,0.0011314175206
dow_wed,0.00046373141320000004
dow_tue,0.0004216388846
dow_mon,0.000219084133
