model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
LSTM,val,1007,0.0061511956452799015,0.004481075026368669,0.007643388263579526,0.005665500178342006,0.4930139720558882,5
LSTM,test,668,0.004314724254631166,0.0031777670481754608,0.005639260423437441,0.004162279907547432,0.46153846153846156,5
