model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
"ARIMA(0, 0, 0)",val,1027,0.0049761589056470995,0.0036642091940989525,0.005412230060742381,0.0040355298372131325,0.4916584887144259,8
"ARIMA(0, 0, 0)",test,688,0.004212191014214918,0.002980715732575539,0.004687717177906283,0.00332906509514552,0.5102639296187683,6
