model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
XGBoost,val,1027,0.006109181177783774,0.004431763717617982,0.007592380056949468,0.005605059095416024,0.49412915851272016,5
XGBoost,test,688,0.004248567629034772,0.0031161995308363185,0.00554914800770577,0.004078007628817741,0.4787701317715959,5
