model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
naive,val,1027,0.006104534748596604,0.00406005589260976,0.7890075483747931,0.5095131450827625,,1027
naive,test,688,0.006148823558420537,0.004279509409289809,0.9276572454933303,0.6481686046511591,,688
