model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
naive,val,1027,0.004975774512744632,0.003663570562988266,0.005411835635571884,0.00403485881207397,,1027
naive,test,688,0.004211904050295959,0.0029804325781516007,0.004687415115510472,0.003328779069767409,,688
