model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
"ARIMA(0, 0, 0)",val,1027,0.004976158905647486,0.003664209194099452,0.005412230060742785,0.004035529837213676,0.4916584887144259,8
"ARIMA(0, 0, 0)",test,688,0.00421219101421494,0.0029807157325754427,0.004687717177906307,0.003329065095145393,0.5102639296187683,6
