model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
naive,val,1027,0.006108975424194629,0.004430980274230788,0.0075923044367421704,0.0056041869522881855,,1027
naive,test,688,0.004247455509833055,0.0031140977041159597,0.005547793139702486,0.004075436046511599,,688
