model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
"ARIMA(2, 0, 2)",val,1027,0.006117555291657071,0.004450881532926492,0.007604230929953186,0.0056296167444686756,0.48238747553816047,5
"ARIMA(2, 0, 2)",test,688,0.004260639910097628,0.0031226274695529176,0.005565335022018255,0.004086579089098819,0.5285505124450952,5
