model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
"ARIMA(0, 0, 0)",val,1027,0.006104779767047276,0.004059553679279851,0.7890414549463095,0.5094203886902035,0.5054080629301868,10
"ARIMA(0, 0, 0)",test,688,0.006148731642906449,0.004274538327084696,0.9276655834114268,0.6474095462457039,0.5691411935953421,1
