model,period,n_obs,rmse_return,mae_return,rmse_price,mae_price,directional_accuracy,n_direction_ties_excluded
LSTM,val,1007,0.005002980745283178,0.0036972934550288028,0.0054411648215489,0.0040712270428904605,0.4944944944944945,8
LSTM,test,668,0.004282343772738998,0.00303207955918394,0.004765266167959058,0.0033864693085690492,0.5060422960725075,6
